Customer Name,Age,Gender,City,Occupation,Order Time,Restaurant,Food Item,No. of Items,Delivery Time (min),Total Bill ($),Delivery Tip ($),Payment Method,Coupon Applied,Order Status,Feedback Rating,Device Used,Customer Tier,Order Delay (min),Delivery Agent Rating
Michael,63,Male,New York,Designer,30:17.7,McDonald's,Burger,3,9,34.05,2.48,Credit Card,Yes,Delivered,4,Mobile App,Regular,0,4
Daniel,63,Male,San Jose,Student,47:17.8,Taco Bell,Sushi,4,26,21.71,2.13,Credit Card,No,Delivered,4,Mobile App,Silver,8,5
John,63,Female,San Jose,Doctor,16:17.7,McDonald's,Burger,1,41,28.61,0,Wallet,No,Delivered,1,Mobile App,Regular,3,3
Ashley,63,Male,San Diego,Engineer,25:17.8,McDonald's,Burger,2,31,10.78,4.19,Debit Card,No,Delivered,3,Mobile App,Silver,0,4
Ashley,63,Female,Los Angeles,Student,00:17.8,Burger King,Pizza,2,14,33.75,4.35,Credit Card,Yes,Delivered,4,Mobile App,Silver,2,4
John,63,Female,Dallas,Designer,45:17.8,Wendy's,Burger,5,39,30.63,1.88,Debit Card,No,Delivered,5,Mobile App,Regular,7,3
John,63,Male,Dallas,Doctor,19:17.8,Subway,Burger,2,39,23.81,5.19,Credit Card,Yes,Cancelled,5,Mobile App,Gold,2,5
Michael,63,Male,San Jose,Salesperson,21:17.8,Burger King,Sushi,1,29,27.98,2.79,Credit Card,No,Delivered,5,Mobile App,Regular,9,4
Chris,63,Male,San Jose,Student,31:17.8,Subway,Pizza,4,37,30.57,1.37,Cash,No,Delivered,4,Mobile App,Silver,8,5
Emily,63,Female,New York,Salesperson,21:17.8,McDonald's,Sushi,2,27,30.68,3.09,Debit Card,Yes,Delivered,4,Mobile App,Gold,4,4
Michael,63,Male,San Jose,Designer,31:17.8,McDonald's,Sushi,4,36,11.75,0,Credit Card,No,Delivered,5,Desktop Site,Regular,0,5
Ashley,63,Male,Houston,Doctor,21:17.8,KFC,Pasta,2,23,0.3,6.89,Debit Card,No,Delivered,5,Mobile App,Regular,0,4
John,63,Male,Los Angeles,Designer,06:17.8,KFC,Pizza,1,28,35.36,9.44,Credit Card,No,Delivered,4,Mobile App,Silver,6,3
David,63,Female,Dallas,Teacher,01:17.8,Chipotle,Pizza,2,50,24.72,3,Credit Card,No,Delivered,4,Mobile App,Regular,0,5
Ashley,63,Male,San Jose,Salesperson,22:17.8,KFC,Tacos,5,25,22.04,6.75,UPI,No,Delivered,3,Mobile App,Gold,1,4
Daniel,63,Male,New York,Teacher,03:17.8,Chipotle,Pizza,1,17,51.52,3.05,Credit Card,No,Delivered,4,Mobile App,Gold,10,3
Ashley,63,Male,San Diego,Engineer,32:17.8,Burger King,Pizza,2,30,42.84,7.27,Credit Card,No,Delivered,3,Mobile App,Silver,3,3
Daniel,63,Male,Chicago,Student,03:17.8,Taco Bell,Sushi,2,38,30.93,0.96,Credit Card,No,Delivered,4,Mobile App,Regular,2,4
Ashley,63,Female,San Jose,Salesperson,36:17.8,KFC,Pizza,1,42,25.12,3.17,Credit Card,No,Delivered,4,Mobile App,Regular,11,1
Emily,63,Female,San Jose,Doctor,34:17.8,Chipotle,Sushi,5,38,30.19,3.5,Wallet,Yes,Delivered,3,Mobile App,Regular,0,4
Ashley,63,Male,San Diego,Teacher,19:17.8,KFC,Pasta,3,33,28.6,5.62,Debit Card,No,Delivered,5,Mobile App,Regular,7,4
Chris,63,Male,San Diego,Student,51:17.8,McDonald's,Tacos,3,32,15.97,4.44,Credit Card,No,Delivered,4,Mobile App,Regular,7,5
Daniel,63,Female,Phoenix,Designer,34:17.8,Subway,Pasta,5,14,34.55,7.86,Credit Card,Yes,Delivered,4,Mobile App,Gold,0,2
David,63,Female,Dallas,Designer,16:17.8,Chipotle,Sandwich,4,44,16.67,7.03,UPI,Yes,Delivered,5,Mobile App,Regular,11,4
Chris,63,Male,Houston,Designer,18:17.8,Subway,Sushi,2,24,39.33,0,Debit Card,No,Delivered,4,Mobile App,Silver,9,3
Daniel,63,Male,Los Angeles,Designer,17:17.8,Wendy's,Sandwich,4,5,46.3,5.4,Credit Card,No,Cancelled,5,Desktop Site,Gold,0,3
David,63,Male,Los Angeles,Salesperson,46:17.8,McDonald's,Sandwich,2,36,37.92,1.85,Credit Card,Yes,Cancelled,4,Mobile App,Silver,5,4
John,63,Male,Phoenix,Designer,16:17.8,McDonald's,Pizza,4,40,33.05,8.38,UPI,No,Cancelled,5,Mobile App,Silver,12,4
Ashley,63,Female,Chicago,Designer,47:17.8,Chipotle,Sushi,1,41,43.77,3.11,Credit Card,Yes,Delivered,4,Mobile App,Silver,9,5
Michael,63,Female,San Diego,Salesperson,34:17.8,Subway,Sushi,5,25,8.85,2.13,Wallet,No,Delivered,4,Mobile App,Regular,15,4
Emily,63,Female,Chicago,Doctor,10:17.8,KFC,Salad,2,30,18.81,4.16,UPI,No,Delivered,4,Mobile App,Gold,11,3
Sarah,63,Female,New York,Student,28:17.8,McDonald's,Salad,1,48,34.54,4.48,Credit Card,No,Delivered,3,Mobile App,Regular,3,3
Daniel,63,Female,San Jose,Teacher,29:17.8,Taco Bell,Pasta,4,27,22.34,3.63,Credit Card,No,Delivered,3,Mobile App,Regular,8,4
Daniel,63,Female,San Diego,Engineer,24:17.8,Burger King,Pizza,5,31,19.75,1.33,UPI,No,Delivered,5,Mobile App,Silver,8,4
David,63,Female,New York,Teacher,33:17.8,Panda Express,Burger,4,41,17.7,3.57,UPI,No,Delivered,3,Mobile App,Regular,0,3
David,63,Female,New York,Student,28:17.8,McDonald's,Pizza,1,38,37.71,5.85,Debit Card,No,Delivered,5,Mobile App,Regular,1,3
Emily,63,Female,Dallas,Doctor,06:17.8,Burger King,Salad,5,45,34.74,0.03,UPI,No,Delivered,2,Mobile App,Silver,10,3
Sarah,63,Female,Phoenix,Salesperson,46:17.8,Wendy's,Sandwich,2,43,15.07,3.83,Credit Card,No,Delivered,5,Mobile App,Silver,7,3
John,63,Male,Dallas,Salesperson,45:17.8,Chipotle,Burger,1,25,52.58,7.93,Debit Card,No,Delivered,4,Mobile App,Platinum,0,3
Laura,63,Female,Los Angeles,Student,52:17.8,Subway,Salad,1,37,8.38,3.12,UPI,No,Delivered,4,Mobile App,Regular,6,3
Ashley,63,Male,Houston,Salesperson,04:17.8,Subway,Sandwich,2,40,19.1,0,Debit Card,No,Cancelled,2,Mobile App,Silver,0,5
John,63,Female,Chicago,Salesperson,05:17.8,KFC,Pizza,1,42,12.25,6.47,Credit Card,Yes,Delivered,4,Desktop Site,Silver,18,4
David,63,Female,Los Angeles,Designer,13:17.8,Panda Express,Sushi,4,42,27.6,3.45,Wallet,No,Delivered,3,Mobile App,Regular,13,4
David,63,Female,Los Angeles,Designer,11:17.8,McDonald's,Burger,4,26,32.63,0,Cash,No,Delivered,4,Mobile App,Gold,0,2
Michael,63,Male,Houston,Student,55:17.8,Subway,Salad,5,34,30.85,2.46,Wallet,No,Delivered,4,Mobile App,Regular,10,4
Daniel,63,Male,Houston,Doctor,58:17.8,Chipotle,Sandwich,1,22,21.69,1.35,Wallet,No,Delivered,4,Mobile App,Regular,4,5
Ashley,63,Female,Los Angeles,Salesperson,18:17.8,KFC,Sandwich,2,22,43.89,1.46,Credit Card,No,Cancelled,3,Mobile App,Silver,15,4
David,63,Female,Dallas,Designer,09:17.8,Wendy's,Burger,2,40,15.87,1.16,Credit Card,No,Delivered,3,Mobile App,Silver,0,2
Michael,63,Male,San Diego,Teacher,36:17.8,Chipotle,Burger,2,40,24.79,0.73,Debit Card,No,Delayed,4,Mobile App,Gold,1,5
John,63,Female,New York,Salesperson,22:17.8,Chipotle,Sandwich,2,24,26.28,1.18,Credit Card,No,Delivered,4,Mobile App,Gold,7,4
Daniel,63,Female,San Diego,Student,59:17.8,Chipotle,Pizza,4,21,20.29,5.23,UPI,Yes,Delivered,4,Desktop Site,Silver,2,4
Emily,63,Female,Los Angeles,Student,23:17.8,Burger King,Salad,4,20,31.11,5.74,Debit Card,No,Delivered,5,Mobile App,Regular,4,4
Ashley,63,Female,Houston,Student,50:17.8,McDonald's,Sushi,2,45,28.48,7.62,Debit Card,No,Cancelled,3,Mobile App,Gold,10,4
Michael,63,Female,Chicago,Engineer,23:17.8,Burger King,Pizza,1,27,18.12,3.18,Credit Card,No,Delivered,3,Mobile App,Silver,9,3
Ashley,63,Female,Los Angeles,Engineer,16:17.8,McDonald's,Ramen,4,32,41.78,2.91,Credit Card,No,Delivered,2,Mobile App,Regular,7,4
David,63,Male,San Jose,Teacher,14:17.8,Wendy's,Pizza,1,61,35.81,5.7,Debit Card,No,Delivered,5,Mobile App,Silver,8,4
Daniel,63,Male,New York,Salesperson,47:17.8,Subway,Burger,2,31,8.04,1.07,Credit Card,Yes,Delivered,2,Mobile App,Silver,10,4
John,63,Female,Houston,Engineer,55:17.8,McDonald's,Sushi,3,20,30.7,5.23,Credit Card,No,Delivered,3,Mobile App,Regular,17,2
Daniel,63,Female,San Jose,Student,52:17.8,Wendy's,Burger,3,31,23.32,5.41,Credit Card,No,Delivered,4,Mobile App,Regular,8,4
Chris,63,Female,San Jose,Doctor,53:17.8,Burger King,Sandwich,2,24,11.24,2.91,Credit Card,No,Delivered,3,Mobile App,Regular,2,4
Ashley,63,Female,Houston,Salesperson,33:17.8,KFC,Burger,3,34,25.88,4.24,Debit Card,No,Cancelled,2,Mobile App,Regular,8,4
John,63,Male,Chicago,Engineer,57:17.8,Subway,Salad,4,41,33.87,5.65,Debit Card,No,Delivered,5,Desktop Site,Gold,7,2
Emily,63,Female,New York,Engineer,34:17.8,Wendy's,Sushi,3,21,33.99,4.85,Wallet,No,Delivered,4,Mobile App,Silver,5,4
Daniel,63,Male,Houston,Teacher,46:17.8,McDonald's,Sushi,3,27,41.38,0.14,Wallet,No,Delivered,4,Mobile App,Silver,0,5
David,63,Male,Dallas,Doctor,03:17.8,McDonald's,Burger,5,34,31.64,0.01,UPI,No,Delivered,3,Mobile App,Silver,0,4
Ashley,63,Female,Chicago,Salesperson,04:17.8,McDonald's,Sushi,2,27,14.49,5.66,Debit Card,No,Delivered,4,Desktop Site,Silver,4,3
Ashley,63,Female,San Jose,Designer,06:17.8,McDonald's,Pizza,4,30,46.12,4.07,Credit Card,No,Delivered,4,Mobile App,Regular,7,4
Chris,63,Female,New York,Student,52:17.8,Taco Bell,Salad,3,45,40.84,2.11,Cash,No,Delivered,4,Mobile App,Gold,4,4
Michael,63,Male,New York,Teacher,20:17.8,KFC,Salad,3,49,27.35,3.68,Credit Card,No,Delivered,4,Mobile App,Silver,2,5
Daniel,63,Male,Phoenix,Teacher,51:17.8,Chipotle,Pizza,5,20,50.77,6.87,Wallet,No,Delivered,4,Mobile App,Regular,0,4
Michael,63,Male,Phoenix,Student,59:17.8,McDonald's,Pasta,5,22,45.64,6.39,Debit Card,No,Delivered,3,Mobile App,Silver,13,4
Emily,63,Female,San Diego,Teacher,32:17.8,Subway,Burger,5,28,50.12,9.86,Credit Card,No,Delivered,4,Desktop Site,Regular,3,4
Daniel,63,Male,Chicago,Designer,38:17.8,Wendy's,Pizza,2,18,33.99,2.7,Credit Card,No,Delayed,4,Mobile App,Silver,13,3
Michael,63,Male,Phoenix,Engineer,43:17.8,Chipotle,Pizza,3,26,8.37,0.99,Credit Card,No,Delivered,2,Mobile App,Regular,6,4
David,63,Female,New York,Salesperson,16:17.8,Wendy's,Salad,5,35,38.53,3.57,Wallet,Yes,Delivered,5,Mobile App,Regular,0,4
Daniel,63,Male,Houston,Student,25:17.8,Wendy's,Sushi,1,49,13.9,3.14,Credit Card,No,Cancelled,3,Desktop Site,Silver,8,4
Daniel,63,Female,Phoenix,Salesperson,47:17.8,Burger King,Burger,4,16,27.27,2.64,UPI,No,Delivered,3,Mobile App,Platinum,4,2
Jessica,63,Female,Chicago,Student,42:17.9,Wendy's,Sushi,3,25,30.16,6.72,Credit Card,Yes,Delivered,5,Desktop Site,Regular,2,4
Michael,63,Male,San Diego,Doctor,36:17.9,Subway,Tacos,2,5,30,1.05,Credit Card,No,Delivered,1,Mobile App,Regular,1,1
Michael,63,Male,Houston,Doctor,24:17.9,Wendy's,Salad,5,12,33.41,2.64,Debit Card,No,Delivered,3,Mobile App,Regular,6,3
Ashley,63,Male,Phoenix,Engineer,12:17.9,Burger King,Sandwich,1,30,32.4,2.81,Wallet,No,Delivered,4,Mobile App,Regular,10,2
Chris,63,Male,San Diego,Engineer,18:17.9,Chipotle,Tacos,2,26,32.65,2.45,Credit Card,No,Delivered,4,Mobile App,Regular,6,4
Jessica,63,Female,Dallas,Teacher,05:17.9,Chipotle,Pizza,3,49,30.73,6.68,Credit Card,No,Delivered,5,Mobile App,Silver,0,2
Michael,63,Male,Los Angeles,Salesperson,09:17.9,Wendy's,Pizza,2,40,16.35,7.28,Credit Card,No,Delivered,4,Mobile App,Gold,0,3
Chris,63,Male,San Diego,Driver,06:17.9,McDonald's,Sushi,1,12,21.69,3.81,Credit Card,No,Delivered,4,Mobile App,Regular,16,4
Michael,63,Male,Dallas,Student,54:17.9,McDonald's,Burger,2,47,47.32,5.66,Debit Card,No,Delivered,1,Mobile App,Gold,0,4
David,63,Female,Phoenix,Teacher,18:17.9,Panda Express,Sandwich,3,33,13.65,7.17,Credit Card,No,Delivered,4,Desktop Site,Silver,0,5
John,63,Female,Chicago,Engineer,13:17.9,Panda Express,Sushi,4,8,28.86,3.77,Wallet,No,Delivered,2,Mobile App,Gold,8,4
Daniel,63,Male,San Jose,Designer,53:17.9,Burger King,Sushi,5,35,29.94,4.9,Credit Card,No,Delivered,4,Mobile App,Silver,10,3
Chris,63,Male,Los Angeles,Engineer,18:17.9,KFC,Ramen,4,18,40.96,4,Credit Card,No,Delivered,4,Desktop Site,Silver,5,3
Chris,63,Male,Houston,Salesperson,09:17.9,McDonald's,Sandwich,1,14,29.97,1.61,Credit Card,No,Delivered,4,Mobile App,Regular,1,4
John,63,Female,San Diego,Student,35:17.9,Wendy's,Pasta,1,25,26.74,5.28,Cash,Yes,Delivered,4,Mobile App,Silver,12,4
Emily,63,Female,San Jose,Doctor,04:17.9,Wendy's,Pizza,3,19,36.97,8.09,Credit Card,Yes,Delivered,5,Mobile App,Gold,0,4
Chris,63,Female,Los Angeles,Doctor,40:17.9,Chipotle,Burger,1,35,23.89,4.24,Credit Card,Yes,Delivered,5,Mobile App,Regular,11,5
Ashley,63,Male,Houston,Teacher,20:17.9,Wendy's,Pizza,1,40,37.74,3.64,Wallet,No,Cancelled,5,Mobile App,Regular,6,2
Laura,63,Female,Dallas,Designer,46:17.9,Chipotle,Pizza,5,33,34.98,2.9,Wallet,No,Delivered,3,Mobile App,Gold,5,4
John,63,Male,Dallas,Engineer,49:17.9,McDonald's,Pizza,4,29,16.44,6.19,Debit Card,No,Delivered,4,Desktop Site,Regular,4,3
Michael,63,Male,Houston,Student,13:17.9,Taco Bell,Pasta,3,48,27.28,7.63,UPI,No,Delivered,4,Desktop Site,Regular,11,5
Sarah,63,Female,Los Angeles,Designer,18:17.9,Panda Express,Tacos,1,5,33.12,3.4,Debit Card,No,Delivered,2,Mobile App,Regular,17,2
Daniel,63,Male,Dallas,Salesperson,05:17.9,KFC,Sushi,3,46,29.96,5.88,Credit Card,Yes,Delivered,4,Desktop Site,Gold,6,3
David,63,Male,San Jose,Salesperson,28:17.9,Burger King,Tacos,2,9,47.92,4.66,Debit Card,No,Cancelled,4,Mobile App,Regular,4,4
Chris,63,Female,Dallas,Doctor,56:17.9,McDonald's,Pizza,5,47,35.86,5.93,Wallet,No,Delivered,3,Desktop Site,Regular,0,2
Sarah,63,Female,San Diego,Engineer,39:17.9,McDonald's,Pizza,1,40,24.39,7.84,Credit Card,No,Delivered,4,Mobile App,Silver,0,3
David,63,Female,San Diego,Student,41:17.9,McDonald's,Pizza,3,55,47.74,2.18,Credit Card,No,Delivered,5,Mobile App,Regular,13,4
David,63,Female,Phoenix,Salesperson,43:17.9,Taco Bell,Sushi,1,30,23.26,4.09,Wallet,No,Delivered,4,Desktop Site,Regular,4,3
Chris,63,Male,San Jose,Driver,09:17.9,McDonald's,Salad,3,33,30.3,6.04,Credit Card,No,Delayed,3,Desktop Site,Regular,7,4
Michael,63,Male,Phoenix,Teacher,39:17.9,McDonald's,Pasta,4,22,39.01,2.5,Credit Card,No,Delivered,4,Mobile App,Silver,0,4
Chris,63,Male,Phoenix,Doctor,13:17.9,Wendy's,Pizza,4,33,24.46,3.09,Cash,Yes,Delivered,4,Mobile App,Platinum,0,4
John,63,Male,San Diego,Doctor,44:17.9,Subway,Tacos,4,34,6.8,7.73,Credit Card,No,Delivered,4,Mobile App,Platinum,0,3
Laura,63,Female,Phoenix,Doctor,29:17.9,Taco Bell,Sandwich,3,61,33.51,5.37,Credit Card,No,Delivered,4,Mobile App,Regular,13,1
David,63,Female,Houston,Designer,42:17.9,Subway,Pizza,4,44,25.1,4.16,Credit Card,No,Delivered,3,Mobile App,Regular,2,3
David,63,Female,San Jose,Doctor,11:17.9,Burger King,Sandwich,3,24,47.53,6.04,Credit Card,Yes,Cancelled,4,Mobile App,Silver,9,4
Ashley,63,Male,Phoenix,Salesperson,56:17.9,Chipotle,Pizza,5,10,16.63,2.96,Credit Card,No,Delivered,3,Desktop Site,Silver,0,4
Sarah,63,Female,New York,Salesperson,03:17.9,McDonald's,Tacos,5,23,8.39,4.14,Credit Card,No,Delivered,4,Desktop Site,Silver,0,3
David,63,Female,Chicago,Doctor,56:17.9,McDonald's,Burger,1,36,54.07,7.64,Debit Card,Yes,Delivered,4,Mobile App,Regular,6,4
Michael,63,Male,Houston,Driver,40:17.9,Burger King,Salad,3,34,-9.25,4.67,Debit Card,No,Delivered,4,Mobile App,Regular,13,4
John,63,Male,San Jose,Designer,09:17.9,Chipotle,Burger,5,47,20.84,4.55,Credit Card,No,Delivered,5,Mobile App,Silver,9,3
David,63,Female,San Jose,Engineer,09:17.9,Wendy's,Burger,5,44,15.16,6.14,Credit Card,No,Delivered,3,Mobile App,Silver,12,5
David,63,Female,New York,Salesperson,01:17.9,Chipotle,Sushi,4,30,30.54,4.76,Debit Card,No,Delivered,4,Desktop Site,Regular,7,4
Daniel,63,Female,New York,Salesperson,37:17.9,Burger King,Sushi,4,21,52.18,2.63,Credit Card,No,Delivered,4,Mobile App,Regular,16,4
Ashley,63,Female,Dallas,Engineer,14:17.9,McDonald's,Burger,5,32,9.39,2.83,Debit Card,No,Delivered,4,Mobile App,Silver,1,5
David,63,Female,Phoenix,Designer,51:17.9,Panda Express,Burger,3,47,21.98,6.83,Credit Card,No,Delivered,4,Mobile App,Regular,3,4
John,63,Male,San Jose,Designer,36:17.9,KFC,Pizza,1,37,11.46,1.83,Credit Card,No,Delivered,3,Mobile App,Silver,4,4
Jessica,63,Female,San Jose,Doctor,37:17.9,Panda Express,Pizza,2,34,22.41,8.28,Credit Card,No,Delivered,4,Mobile App,Silver,3,5
Laura,63,Female,Chicago,Doctor,09:17.9,Chipotle,Pizza,5,19,16.31,7.08,Cash,Yes,Cancelled,4,Mobile App,Silver,6,5
Sarah,63,Female,Phoenix,Engineer,14:17.9,Chipotle,Sandwich,5,29,32.17,3.71,Credit Card,No,Delivered,5,Mobile App,Regular,13,4
John,63,Male,New York,Engineer,20:17.9,Chipotle,Pasta,3,35,34.3,7.99,Wallet,Yes,Delivered,2,Mobile App,Silver,8,4
Jessica,63,Female,Chicago,Student,21:17.9,Chipotle,Ramen,5,8,24.83,4.42,Credit Card,No,Delivered,2,Mobile App,Gold,11,4
John,63,Female,Houston,Student,50:17.9,Wendy's,Sushi,1,18,25.48,0.96,Credit Card,No,Delivered,3,Mobile App,Regular,7,3
David,63,Male,Chicago,Engineer,55:17.9,Taco Bell,Sushi,3,26,27.3,4.08,Credit Card,Yes,Delivered,4,Mobile App,Regular,5,5
Sarah,63,Female,Phoenix,Designer,41:17.9,Chipotle,Sushi,4,35,16.45,3.29,Credit Card,Yes,Delivered,3,Mobile App,Regular,8,4
Daniel,63,Female,Houston,Salesperson,44:17.9,McDonald's,Pizza,2,42,43.14,7.43,Wallet,No,Delivered,3,Mobile App,Regular,6,3
David,63,Male,San Diego,Teacher,15:17.9,Burger King,Burger,2,31,17.42,2.06,Credit Card,Yes,Delivered,4,Mobile App,Gold,11,5
Ashley,63,Female,Phoenix,Designer,19:17.9,McDonald's,Pizza,1,33,9.35,5.01,Wallet,No,Delivered,4,Mobile App,Silver,1,5
Jessica,63,Female,San Diego,Student,16:17.9,Taco Bell,Burger,2,39,32.63,5.72,Credit Card,Yes,Delivered,4,Mobile App,Regular,20,3
Daniel,63,Male,Los Angeles,Teacher,36:17.9,McDonald's,Burger,3,39,53.91,6.4,Credit Card,No,Delivered,3,Mobile App,Silver,2,3
Daniel,63,Male,Dallas,Driver,03:17.9,McDonald's,Salad,5,35,12.11,5.46,Credit Card,No,Delivered,2,Mobile App,Regular,10,3
Chris,63,Male,San Jose,Student,56:17.9,Wendy's,Tacos,3,13,42.75,3.56,Credit Card,No,Delivered,1,Mobile App,Regular,2,5
John,63,Male,Los Angeles,Teacher,27:17.9,Chipotle,Pizza,2,45,41.77,11.72,Credit Card,No,Delivered,3,Mobile App,Gold,8,4
Ashley,63,Female,Los Angeles,Designer,09:17.9,McDonald's,Salad,4,39,22.89,3.72,Credit Card,No,Delivered,4,Mobile App,Silver,3,2
Ashley,63,Female,Dallas,Salesperson,24:17.9,KFC,Burger,4,29,29.36,4.46,Debit Card,No,Delivered,4,Mobile App,Regular,4,4
Chris,63,Male,Dallas,Doctor,39:17.9,Wendy's,Pizza,4,29,19.99,4.46,Credit Card,No,Delivered,4,Mobile App,Regular,7,4
Chris,63,Male,Los Angeles,Driver,12:17.9,Chipotle,Sandwich,3,33,28.73,5.22,Debit Card,No,Delivered,4,Mobile App,Silver,11,5
Emily,63,Female,San Jose,Engineer,13:17.9,McDonald's,Tacos,2,49,15.71,5.22,Wallet,No,Delivered,3,Mobile App,Regular,6,4
Chris,63,Male,New York,Doctor,18:17.9,Chipotle,Pizza,5,37,24.81,2.35,Credit Card,No,Delivered,1,Mobile App,Gold,3,3
Chris,63,Female,New York,Student,08:17.9,Taco Bell,Pasta,1,28,26.93,1.56,Credit Card,No,Delivered,3,Mobile App,Regular,0,4
Jessica,63,Female,Los Angeles,Doctor,46:17.9,Burger King,Ramen,3,41,15.03,0.77,Credit Card,Yes,Delivered,3,Mobile App,Silver,3,2
John,63,Male,Chicago,Engineer,10:17.9,Panda Express,Salad,4,61,20.13,5.16,Credit Card,No,Delivered,3,Desktop Site,Regular,15,4
Daniel,63,Female,Houston,Teacher,43:17.9,McDonald's,Burger,1,18,31.47,4.74,Debit Card,No,Delivered,4,Desktop Site,Silver,3,4
Michael,63,Male,New York,Engineer,21:17.9,Burger King,Sushi,4,28,15.18,7.27,Debit Card,No,Delivered,3,Mobile App,Silver,20,3
Daniel,63,Female,Dallas,Salesperson,20:17.9,Burger King,Salad,5,23,42.77,6.8,Credit Card,No,Delivered,4,Mobile App,Regular,0,4
Emily,63,Female,San Jose,Teacher,43:17.9,Panda Express,Tacos,5,36,40.5,5.41,Wallet,No,Delivered,5,Mobile App,Silver,12,3
David,63,Male,Los Angeles,Driver,01:17.9,McDonald's,Pasta,5,36,10.51,5.09,Wallet,Yes,Delivered,4,Mobile App,Silver,8,4
Ashley,63,Female,New York,Teacher,33:18.0,McDonald's,Sushi,5,33,37.69,4.42,Credit Card,No,Delivered,4,Desktop Site,Gold,12,4
Daniel,63,Female,New York,Teacher,30:18.0,Burger King,Ramen,4,44,29.47,0.55,Debit Card,No,Cancelled,2,Mobile App,Silver,15,4
David,63,Female,San Diego,Doctor,29:18.0,McDonald's,Salad,3,38,17.38,4.86,Wallet,Yes,Delivered,4,Desktop Site,Gold,12,2
David,63,Female,Phoenix,Engineer,52:18.0,McDonald's,Pizza,2,41,16.49,1.24,Wallet,No,Cancelled,4,Mobile App,Gold,7,4
Ashley,63,Female,New York,Student,58:18.0,Burger King,Burger,4,26,34.38,3.18,Wallet,No,Delivered,4,Mobile App,Regular,0,4
Daniel,63,Female,Phoenix,Teacher,17:18.0,Subway,Burger,3,38,24.63,5.73,Credit Card,No,Delivered,4,Mobile App,Regular,8,2
Michael,63,Female,Phoenix,Engineer,16:18.0,Wendy's,Sushi,5,15,36.94,2.56,Credit Card,No,Delivered,5,Mobile App,Silver,7,2
Daniel,63,Female,San Diego,Designer,19:18.0,McDonald's,Burger,4,31,51.13,5.03,Credit Card,No,Delivered,4,Mobile App,Regular,15,4
David,63,Male,Houston,Driver,13:18.0,Subway,Burger,5,21,17.86,0.89,Wallet,Yes,Cancelled,5,Desktop Site,Silver,2,4
Michael,63,Male,Chicago,Doctor,48:18.0,Burger King,Burger,4,42,2.23,2.88,Credit Card,No,Delivered,5,Desktop Site,Regular,13,5
Michael,63,Female,Los Angeles,Doctor,48:18.0,McDonald's,Burger,5,30,22.65,2.19,Debit Card,No,Delivered,4,Mobile App,Regular,8,3
Laura,63,Female,Phoenix,Engineer,55:18.0,Chipotle,Pizza,4,37,44.18,6.29,Credit Card,No,Delivered,3,Mobile App,Silver,8,3
Michael,63,Female,New York,Teacher,46:18.0,Subway,Pasta,5,26,16.53,7.44,Cash,No,Delivered,3,Mobile App,Silver,3,5
Daniel,63,Male,Los Angeles,Designer,43:18.0,Chipotle,Pizza,3,8,38.41,6.77,Credit Card,Yes,Delivered,4,Mobile App,Silver,11,4
Michael,63,Female,Dallas,Engineer,15:18.0,Taco Bell,Pizza,3,21,26.2,0,Credit Card,Yes,Delivered,4,Mobile App,Regular,1,3
David,63,Male,San Diego,Student,38:18.0,McDonald's,Sushi,5,40,20.91,4.18,Credit Card,No,Delivered,5,Mobile App,Silver,5,4
Michael,63,Female,San Jose,Doctor,14:18.0,Wendy's,Salad,1,57,16.78,3.71,Credit Card,No,Delivered,5,Mobile App,Regular,9,4
John,63,Female,Los Angeles,Engineer,40:18.0,Chipotle,Burger,4,29,37.93,3.72,Credit Card,No,Cancelled,4,Mobile App,Silver,6,2
Chris,63,Female,Phoenix,Student,51:18.0,Chipotle,Sandwich,5,5,50.05,6.73,Credit Card,No,Delivered,4,Desktop Site,Silver,9,4
Jessica,63,Female,Phoenix,Engineer,00:18.0,McDonald's,Sandwich,3,45,42.64,4.51,Credit Card,Yes,Cancelled,5,Mobile App,Silver,2,3
Michael,63,Female,San Diego,Designer,25:18.0,Chipotle,Tacos,5,50,22.14,2.72,Credit Card,Yes,Delivered,4,Mobile App,Silver,13,4
Daniel,63,Female,New York,Teacher,59:18.0,Chipotle,Tacos,4,22,22.78,5.26,Credit Card,No,Delivered,4,Mobile App,Gold,0,4
Ashley,63,Male,Chicago,Doctor,51:18.0,Chipotle,Pizza,4,24,27.07,8.73,Credit Card,No,Delivered,4,Mobile App,Silver,8,2
David,63,Male,San Diego,Salesperson,50:18.0,McDonald's,Pizza,2,22,6.96,3.09,Credit Card,Yes,Delivered,4,Desktop Site,Platinum,9,4
Michael,63,Male,Dallas,Doctor,51:18.0,Chipotle,Sushi,4,14,35.35,5.12,Credit Card,Yes,Delivered,5,Mobile App,Regular,1,3
David,63,Female,San Jose,Doctor,31:18.0,Chipotle,Tacos,5,50,21.02,3.58,Credit Card,No,Delivered,5,Mobile App,Gold,5,4
David,63,Male,New York,Student,58:18.0,McDonald's,Pizza,4,21,20.85,1.69,Credit Card,No,Delivered,4,Mobile App,Gold,4,4
Daniel,63,Female,Los Angeles,Student,02:18.0,Chipotle,Sandwich,2,29,23.48,8.64,Wallet,No,Delivered,5,Mobile App,Silver,0,4
John,63,Female,Houston,Doctor,59:18.0,McDonald's,Sandwich,1,41,31.86,6.81,Credit Card,Yes,Delivered,4,Mobile App,Gold,11,2
